Country,CountryCode,Region,IncomeGroup,Year,RPCO2Change,GDPChange,Recession
Denmark,DNK,Europe & Central Asia,High income,2000,-0.074080354,-0.080657387,0
Denmark,DNK,Europe & Central Asia,High income,2001,0.029266969,0.000263687,0
Denmark,DNK,Europe & Central Asia,High income,2002,-0.006047858,0.080549787,0
Denmark,DNK,Europe & Central Asia,High income,2003,0.091601046,0.217585559,0
Denmark,DNK,Europe & Central Asia,High income,2004,-0.091530974,0.149604643,0
Denmark,DNK,Europe & Central Asia,High income,2005,-0.064837804,0.049196918,0
Denmark,DNK,Europe & Central Asia,High income,2006,0.153832209,0.066130849,0
Denmark,DNK,Europe & Central Asia,High income,2007,-0.080352973,0.124167365,0
Denmark,DNK,Europe & Central Asia,High income,2008,-0.062583012,0.099765812,1
Denmark,DNK,Europe & Central Asia,High income,2009,-0.046900952,-0.095749208,1
Denmark,DNK,Europe & Central Asia,High income,2010,0.006794821,-0.002095453,0
Denmark,DNK,Europe & Central Asia,High income,2011,-0.100812292,0.063958636,0
Denmark,DNK,Europe & Central Asia,High income,2012,-0.098955192,-0.052565949,0
Denmark,DNK,Europe & Central Asia,High income,2013,0.047859487,0.045869081,0
Denmark,DNK,Europe & Central Asia,High income,2014,-0.100700808,0.022189321,0
Denmark,DNK,Europe & Central Asia,High income,2015,-0.062510429,-0.148589596,0
Denmark,DNK,Europe & Central Asia,High income,2016,0.051368151,0.026460347,0
Denmark,DNK,Europe & Central Asia,High income,2017,-0.061276451,0.0538947,0
Denmark,DNK,Europe & Central Asia,High income,2018,-0.002037028,0.069231587,1
Denmark,DNK,Europe & Central Asia,High income,2019,-0.074338519,-0.023185519,1
Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,1962,0.206563838,0.218842899,0
Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,1963,0.005952712,0.104866707,0
Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,1964,0.398883303,0.055601407,0
Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,1965,-0.115179415,-0.161005976,0
Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,1966,0.080439487,0.074070368,0
Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,1967,-0.061516301,0.02028212,0
Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,1968,0.498022265,0.012252785,0
Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,1969,0.129443957,0.107560481,0
Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,1970,0.171214671,0.173268308,0
Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,1971,0.133206187,0.090935168,0
Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,1972,0.326873556,0.16039737,0
Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,1973,0.276322773,0.148672742,0
Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,1974,0.075614115,0.215457934,1
Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,1975,-0.011995046,0.199008195,1
Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,1976,-0.001630747,0.070594207,0
Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,1977,-0.114424645,0.132571288,0
Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,1978,-0.030112236,0.00750137,0
Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,1979,0.249572954,0.13438355,0
Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,1980,-0.052843925,0.201603042,0
Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,1981,-0.045397322,0.09345514,0
Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,1982,0.027422888,0.069622685,0
Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,1983,0.247816684,0.091569518,0
Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,1984,-0.06040611,0.231168052,1
Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,1985,-0.020150559,-0.573812392,1
Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,1986,0.121454226,0.18919754,0
Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,1987,0.192860439,-0.067025189,0
Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,1988,0.005415859,-0.095626369,0
Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,1989,0.053199285,0.220272147,0
Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,1990,-0.107842412,0.037779123,1
Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,1991,0.087520021,0.350218404,1
Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,1992,0.087386035,0.144900853,1
Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,1993,0.078064356,0.130795752,1
Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,1994,0.060821472,0.101006262,0
Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,1995,0.274268845,0.112294798,0
Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,1996,0.090435684,0.080534091,1
Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,1997,0.041105134,0.079502028,0
Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,1998,0.019209734,0.065520439,0
Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,1999,0.007420551,0.0056833,0
Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,2000,0.065804718,0.081316953,0
Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,2001,5.86924E-06,0.037756696,0
Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,2002,0.095368486,0.044632822,0
Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,2003,0.0074664,-0.222476638,0
Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,2004,-0.174823123,0.028523013,0
Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,2005,0.003451698,0.58112838,0
Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,2006,0.066050864,0.044814228,0
Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,2007,0.045249274,0.145718325,0
Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,2008,0.015972851,0.080758196,1
Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,2009,-0.022465669,-0.009548528,1
Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,2010,0.03839624,0.102390535,0
Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,2011,0.036202123,0.064449547,0
Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,2012,0.008184006,0.033303432,0
Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,2013,-0.020660291,0.020909366,0
Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,2014,0.028313451,0.059423943,0
Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,2015,0.085110802,0.047313854,0
Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,2016,0.048583644,0.051919669,0
Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,2017,-0.0151864,0.045112498,0
Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,2018,0.043297047,0.057993428,1
Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,2019,0.081942813,0.028753763,1
Ecuador,ECU,Latin America & Caribbean,Upper middle income,1962,-0.049006687,-0.158661914,0
Ecuador,ECU,Latin America & Caribbean,Upper middle income,1963,0.147508483,0.167702512,0
Ecuador,ECU,Latin America & Caribbean,Upper middle income,1964,0.193923603,0.195127276,0
Ecuador,ECU,Latin America & Caribbean,Upper middle income,1965,0.061502669,0.033226741,0
Ecuador,ECU,Latin America & Caribbean,Upper middle income,1966,0.062746121,-0.011594488,0
Ecuador,ECU,Latin America & Caribbean,Upper middle income,1967,0.071232379,0.020800553,0
Ecuador,ECU,Latin America & Caribbean,Upper middle income,1968,0.202317379,-0.018026288,0
Ecuador,ECU,Latin America & Caribbean,Upper middle income,1969,0.152998075,0.17051151,0
Ecuador,ECU,Latin America & Caribbean,Upper middle income,1970,0.192076572,-0.106591544,0
Ecuador,ECU,Latin America & Caribbean,Upper middle income,1971,-0.013737505,-0.065248825,0
Ecuador,ECU,Latin America & Caribbean,Upper middle income,1972,0.087591656,0.124027404,0
Ecuador,ECU,Latin America & Caribbean,Upper middle income,1973,0.145313466,0.187274141,0
Ecuador,ECU,Latin America & Caribbean,Upper middle income,1974,0.157476228,0.648734945,1
Ecuador,ECU,Latin America & Caribbean,Upper middle income,1975,0.208981426,0.139594892,1
Ecuador,ECU,Latin America & Caribbean,Upper middle income,1976,0.101386898,0.144282517,0
Ecuador,ECU,Latin America & Caribbean,Upper middle income,1977,-0.077573922,0.18058041,0
Ecuador,ECU,Latin America & Caribbean,Upper middle income,1978,0.392685234,0.052948732,0
Ecuador,ECU,Latin America & Caribbean,Upper middle income,1979,0.166631688,0.158131565,0
Ecuador,ECU,Latin America & Caribbean,Upper middle income,1980,0.104337363,0.229080878,0
Ecuador,ECU,Latin America & Caribbean,Upper middle income,1981,0.242081848,0.188720338,0
Ecuador,ECU,Latin America & Caribbean,Upper middle income,1982,0.155068097,-0.109245986,0
Ecuador,ECU,Latin America & Caribbean,Upper middle income,1983,0.013906387,-0.16083166,0
Ecuador,ECU,Latin America & Caribbean,Upper middle income,1984,0.086495812,-0.038393163,1
Ecuador,ECU,Latin America & Caribbean,Upper middle income,1985,-0.08668561,-0.010913272,1
Ecuador,ECU,Latin America & Caribbean,Upper middle income,1986,-0.214885661,-0.128753369,0
Ecuador,ECU,Latin America & Caribbean,Upper middle income,1987,-0.011307968,-0.111359708,0
Ecuador,ECU,Latin America & Caribbean,Upper middle income,1988,0.142877722,-0.086448852,0
Ecuador,ECU,Latin America & Caribbean,Upper middle income,1989,0.173870595,0.039109083,0
Ecuador,ECU,Latin America & Caribbean,Upper middle income,1990,-0.183387724,0.071439691,1
Ecuador,ECU,Latin America & Caribbean,Upper middle income,1991,-0.018227321,0.089074256,1
Ecuador,ECU,Latin America & Caribbean,Upper middle income,1992,0.3590737,0.040868258,1
Ecuador,ECU,Latin America & Caribbean,Upper middle income,1993,0.096894518,0.023244816,1
Ecuador,ECU,Latin America & Caribbean,Upper middle income,1994,-0.437942361,0.172685838,0
Ecuador,ECU,Latin America & Caribbean,Upper middle income,1995,0.676545358,0.05270894,0
Ecuador,ECU,Latin America & Caribbean,Upper middle income,1996,0.058488819,0.010600678,1
Ecuador,ECU,Latin America & Caribbean,Upper middle income,1997,-0.242260624,0.093181168,0
Ecuador,ECU,Latin America & Caribbean,Upper middle income,1998,0.225744266,-0.026515821,0
Ecuador,ECU,Latin America & Caribbean,Upper middle income,1999,-0.042560338,-0.311678538,0
Ecuador,ECU,Latin America & Caribbean,Upper middle income,2000,-0.037558168,-0.084648409,0
Ecuador,ECU,Latin America & Caribbean,Upper middle income,2001,0.115591232,0.310898964,0
Ecuador,ECU,Latin America & Caribbean,Upper middle income,2002,0.079064427,0.146460723,0
Ecuador,ECU,Latin America & Caribbean,Upper middle income,2003,0.08058344,0.116822313,0
Ecuador,ECU,Latin America & Caribbean,Upper middle income,2004,0.076193617,0.109415684,0
Ecuador,ECU,Latin America & Caribbean,Upper middle income,2005,0.041140637,0.115506008,0
Ecuador,ECU,Latin America & Caribbean,Upper middle income,2006,-0.035884016,0.108837844,0
Ecuador,ECU,Latin America & Caribbean,Upper middle income,2007,0.16578801,0.071781876,0
Ecuador,ECU,Latin America & Caribbean,Upper middle income,2008,-0.12207224,0.190923221,1
Ecuador,ECU,Latin America & Caribbean,Upper middle income,2009,0.099062477,-0.004095878,1
Ecuador,ECU,Latin America & Caribbean,Upper middle income,2010,0.071464478,0.094993161,0
Ecuador,ECU,Latin America & Caribbean,Upper middle income,2011,0.07387084,0.122359852,0
Ecuador,ECU,Latin America & Caribbean,Upper middle income,2012,-0.006557519,0.092584184,0
Ecuador,ECU,Latin America & Caribbean,Upper middle income,2013,0.059460175,0.065871675,0
Ecuador,ECU,Latin America & Caribbean,Upper middle income,2014,0.097706259,0.052962877,0
Ecuador,ECU,Latin America & Caribbean,Upper middle income,2015,-0.059431756,-0.039610516,0
Ecuador,ECU,Latin America & Caribbean,Upper middle income,2016,-0.027922571,-0.010514883,0
Ecuador,ECU,Latin America & Caribbean,Upper middle income,2017,-0.006770573,0.025314453,0
Ecuador,ECU,Latin America & Caribbean,Upper middle income,2018,0.065763035,0.013266936,1
Ecuador,ECU,Latin America & Caribbean,Upper middle income,2019,-0.030554004,-0.017806977,1
Estonia,EST,Europe & Central Asia,High income,1994,0.043557497,0.049598274,0
Estonia,EST,Europe & Central Asia,High income,1995,-0.085396514,0.112252665,0
Estonia,EST,Europe & Central Asia,High income,1996,0.039376237,0.07857008,1
Estonia,EST,Europe & Central Asia,High income,1997,-0.023574691,0.089245342,0
Estonia,EST,Europe & Central Asia,High income,1998,-0.081891439,0.111290861,0
Estonia,EST,Europe & Central Asia,High income,1999,-0.069208652,0.013976213,0
Estonia,EST,Europe & Central Asia,High income,2000,-0.026138817,-0.016566127,0
Estonia,EST,Europe & Central Asia,High income,2001,0.021814609,0.106283289,0
Estonia,EST,Europe & Central Asia,High income,2002,-0.031216236,0.185333046,0
Estonia,EST,Europe & Central Asia,High income,2003,0.122378025,0.348237818,0
Estonia,EST,Europe & Central Asia,High income,2004,0.015574092,0.236856256,0
Estonia,EST,Europe & Central Asia,High income,2005,-0.016242822,0.167553664,0
Estonia,EST,Europe & Central Asia,High income,2006,-0.042124513,0.213827267,0
Estonia,EST,Europe & Central Asia,High income,2007,0.223937422,0.325404665,0
Estonia,EST,Europe & Central Asia,High income,2008,-0.109405404,0.088710172,1
Estonia,EST,Europe & Central Asia,High income,2009,-0.188424607,-0.188299002,1
Estonia,EST,Europe & Central Asia,High income,2010,0.310059921,-0.000280513,0
Estonia,EST,Europe & Central Asia,High income,2011,0.003735116,0.191384038,0
Estonia,EST,Europe & Central Asia,High income,2012,-0.06206005,-0.004944322,0
Estonia,EST,Europe & Central Asia,High income,2013,0.105568597,0.09351201,0
Estonia,EST,Europe & Central Asia,High income,2014,-0.04071225,0.062219495,0
Estonia,EST,Europe & Central Asia,High income,2015,-0.156885957,-0.139679804,0
Estonia,EST,Europe & Central Asia,High income,2016,0.098918993,0.052220672,0
Estonia,EST,Europe & Central Asia,High income,2017,0.072404612,0.109626305,0
Estonia,EST,Europe & Central Asia,High income,2018,-0.049631109,0.132573349,1
Estonia,EST,Europe & Central Asia,High income,2019,-0.215831412,0.023849023,1
Finland,FIN,Europe & Central Asia,High income,1962,0.125225904,0.063487604,0
Finland,FIN,Europe & Central Asia,High income,1963,0.151647918,0.078357056,0
Finland,FIN,Europe & Central Asia,High income,1964,0.180549718,0.121646427,0
Finland,FIN,Europe & Central Asia,High income,1965,0.108306934,0.102244519,0
Finland,FIN,Europe & Central Asia,High income,1966,0.165562876,0.068076879,0
Finland,FIN,Europe & Central Asia,High income,1967,-0.030557525,0.011926889,0
Finland,FIN,Europe & Central Asia,High income,1968,0.164186949,-0.062487691,0
Finland,FIN,Europe & Central Asia,High income,1969,0.138676605,0.14208023,0
Finland,FIN,Europe & Central Asia,High income,1970,0.064866034,0.132050006,0
Finland,FIN,Europe & Central Asia,High income,1971,0.004503402,0.101614503,0
Finland,FIN,Europe & Central Asia,High income,1972,0.088052034,0.169890764,0
Finland,FIN,Europe & Central Asia,High income,1973,0.118217226,0.313290858,0
Finland,FIN,Europe & Central Asia,High income,1974,-0.054982751,0.2694436,1
Finland,FIN,Europe & Central Asia,High income,1975,-0.012501569,0.180824413,1
Finland,FIN,Europe & Central Asia,High income,1976,0.112389098,0.077394711,0
Finland,FIN,Europe & Central Asia,High income,1977,-0.02073235,0.048876876,0
Finland,FIN,Europe & Central Asia,High income,1978,0.033668607,0.079176914,0
Finland,FIN,Europe & Central Asia,High income,1979,0.046541616,0.223288858,0
Finland,FIN,Europe & Central Asia,High income,1980,0.071948707,0.202704949,0
Finland,FIN,Europe & Central Asia,High income,1981,-0.115859066,-0.026471957,0
Finland,FIN,Europe & Central Asia,High income,1982,-0.163933944,0.001034528,0
Finland,FIN,Europe & Central Asia,High income,1983,-0.035206895,-0.040284983,0
Finland,FIN,Europe & Central Asia,High income,1984,0.016490373,0.03204448,1
Finland,FIN,Europe & Central Asia,High income,1985,0.175620497,0.052081099,1
Finland,FIN,Europe & Central Asia,High income,1986,0.073972199,0.311713266,0
Finland,FIN,Europe & Central Asia,High income,1987,0.081162866,0.242124394,0
Finland,FIN,Europe & Central Asia,High income,1988,-0.095166639,0.187212438,0
Finland,FIN,Europe & Central Asia,High income,1989,0.007489341,0.087330561,0
Finland,FIN,Europe & Central Asia,High income,1990,0.086248932,0.183179482,1
Finland,FIN,Europe & Central Asia,High income,1991,-0.030567188,-0.101531529,1
Finland,FIN,Europe & Central Asia,High income,1992,-0.017107932,-0.124218647,1
Finland,FIN,Europe & Central Asia,High income,1993,0.038076945,-0.211041468,1
Finland,FIN,Europe & Central Asia,High income,1994,0.095180231,0.152907569,0
Finland,FIN,Europe & Central Asia,High income,1995,-0.057857724,0.294082497,0
Finland,FIN,Europe & Central Asia,High income,1996,0.101761474,-0.018580876,1
Finland,FIN,Europe & Central Asia,High income,1997,-0.020908002,-0.042336369,0
Finland,FIN,Europe & Central Asia,High income,1998,-0.053405233,0.053353453,0
Finland,FIN,Europe & Central Asia,High income,1999,-0.008058948,0.006462254,0
Finland,FIN,Europe & Central Asia,High income,2000,-0.031522714,-0.072271689,0
Finland,FIN,Europe & Central Asia,High income,2001,0.096390743,0.027206492,0
Finland,FIN,Europe & Central Asia,High income,2002,0.040353999,0.077105393,0
Finland,FIN,Europe & Central Asia,High income,2003,0.116785326,0.222758844,0
Finland,FIN,Europe & Central Asia,High income,2004,-0.050883249,0.147548111,0
Finland,FIN,Europe & Central Asia,High income,2005,-0.17282086,0.035473278,0
Finland,FIN,Europe & Central Asia,High income,2006,0.198824488,0.055015085,0
Finland,FIN,Europe & Central Asia,High income,2007,-0.023749853,0.175457292,0
Finland,FIN,Europe & Central Asia,High income,2008,-0.122088781,0.106149133,1
Finland,FIN,Europe & Central Asia,High income,2009,-0.045815927,-0.116892138,1
Finland,FIN,Europe & Central Asia,High income,2010,0.146181114,-0.017634789,0
Finland,FIN,Europe & Central Asia,High income,2011,-0.115972897,0.099484009,0
Finland,FIN,Europe & Central Asia,High income,2012,-0.096063573,-0.065995999,0
Finland,FIN,Europe & Central Asia,High income,2013,0.010323894,0.045424798,0
Finland,FIN,Europe & Central Asia,High income,2014,-0.079362703,0.007663825,0
Finland,FIN,Europe & Central Asia,High income,2015,-0.074094517,-0.148737702,0
Finland,FIN,Europe & Central Asia,High income,2016,0.07058653,0.023363156,0
Finland,FIN,Europe & Central Asia,High income,2017,-0.054088876,0.058294417,0
Finland,FIN,Europe & Central Asia,High income,2018,0.026330991,0.079725509,1
Finland,FIN,Europe & Central Asia,High income,2019,-0.091533383,-0.024946371,1
Fiji,FJI,East Asia & Pacific,Upper middle income,1962,0.369565217,0.014674103,0
Fiji,FJI,East Asia & Pacific,Upper middle income,1963,0.047619048,0.017964437,0
Fiji,FJI,East Asia & Pacific,Upper middle income,1964,0.757083664,0.047501456,0
Fiji,FJI,East Asia & Pacific,Upper middle income,1965,-0.189778892,0.019965096,0
Fiji,FJI,East Asia & Pacific,Upper middle income,1966,-0.063947459,-0.002802286,0
Fiji,FJI,East Asia & Pacific,Upper middle income,1967,0.102329854,0.054206938,0
Fiji,FJI,East Asia & Pacific,Upper middle income,1968,0.113380702,0.004058411,0
Fiji,FJI,East Asia & Pacific,Upper middle income,1969,0.092646345,0.068173609,0
Fiji,FJI,East Asia & Pacific,Upper middle income,1970,0.203412736,0.181742033,0
Fiji,FJI,East Asia & Pacific,Upper middle income,1971,0.056188828,0.103287383,0
Fiji,FJI,East Asia & Pacific,Upper middle income,1972,0.053314302,0.251717225,0
Fiji,FJI,East Asia & Pacific,Upper middle income,1973,0.088662271,0.317798965,0
Fiji,FJI,East Asia & Pacific,Upper middle income,1974,0.064037368,0.285202081,1
Fiji,FJI,East Asia & Pacific,Upper middle income,1975,-0.071031133,0.201175478,1
Fiji,FJI,East Asia & Pacific,Upper middle income,1976,-0.224202152,-0.003854377,0
Fiji,FJI,East Asia & Pacific,Upper middle income,1977,0.583088508,0.017371767,0
Fiji,FJI,East Asia & Pacific,Upper middle income,1978,-0.072640647,0.131500997,0
Fiji,FJI,East Asia & Pacific,Upper middle income,1979,0.17962893,0.205593675,0
Fiji,FJI,East Asia & Pacific,Upper middle income,1980,-0.052645925,0.153812313,0
Fiji,FJI,East Asia & Pacific,Upper middle income,1981,0.359346054,0.002911256,0
Fiji,FJI,East Asia & Pacific,Upper middle income,1982,-0.224708566,-0.058840558,0
Fiji,FJI,East Asia & Pacific,Upper middle income,1983,-0.151111872,-0.083010839,0
Fiji,FJI,East Asia & Pacific,Upper middle income,1984,-0.185797954,0.02643406,1
Fiji,FJI,East Asia & Pacific,Upper middle income,1985,-0.007307578,-0.046597802,1
Fiji,FJI,East Asia & Pacific,Upper middle income,1986,0.043796499,0.119780761,0
Fiji,FJI,East Asia & Pacific,Upper middle income,1987,-0.210824196,-0.091031349,0
Fiji,FJI,East Asia & Pacific,Upper middle income,1988,0.164768695,-0.059166201,0
Fiji,FJI,East Asia & Pacific,Upper middle income,1989,0.137216811,0.063058661,0
Fiji,FJI,East Asia & Pacific,Upper middle income,1990,0.289245716,0.124323919,1
Fiji,FJI,East Asia & Pacific,Upper middle income,1991,-0.177304076,0.025407503,1
Fiji,FJI,East Asia & Pacific,Upper middle income,1992,0.115922337,0.093436179,1
Fiji,FJI,East Asia & Pacific,Upper middle income,1993,0.004925702,0.052807448,1
Fiji,FJI,East Asia & Pacific,Upper middle income,1994,-0.006782843,0.100571922,0
Fiji,FJI,East Asia & Pacific,Upper middle income,1995,0.020712242,0.065809004,0
Fiji,FJI,East Asia & Pacific,Upper middle income,1996,0.078621028,0.068309664,1
Fiji,FJI,East Asia & Pacific,Upper middle income,1997,-0.037759771,-0.026924044,0
Fiji,FJI,East Asia & Pacific,Upper middle income,1998,-0.027325289,-0.216130239,0
Fiji,FJI,East Asia & Pacific,Upper middle income,1999,0.018318681,0.163317609,0
Fiji,FJI,East Asia & Pacific,Upper middle income,2000,0.075553887,-0.137901018,0
Fiji,FJI,East Asia & Pacific,Upper middle income,2001,0.254795286,-0.017790447,0
Fiji,FJI,East Asia & Pacific,Upper middle income,2002,-0.159200398,0.108173133,0
Fiji,FJI,East Asia & Pacific,Upper middle income,2003,0.178091584,0.255560978,0
Fiji,FJI,East Asia & Pacific,Upper middle income,2004,0.293326255,0.175143866,0
Fiji,FJI,East Asia & Pacific,Upper middle income,2005,-0.19326887,0.09734762,0
Fiji,FJI,East Asia & Pacific,Upper middle income,2006,0.111347208,0.02412337,0
Fiji,FJI,East Asia & Pacific,Upper middle income,2007,-0.050136802,0.086513582,0
Fiji,FJI,East Asia & Pacific,Upper middle income,2008,-0.230806036,0.023469138,1
Fiji,FJI,East Asia & Pacific,Upper middle income,2009,-0.113012926,-0.193118379,1
Fiji,FJI,East Asia & Pacific,Upper middle income,2010,0.542906134,0.08615126,0
Fiji,FJI,East Asia & Pacific,Upper middle income,2011,-0.111004832,0.196830848,0
Fiji,FJI,East Asia & Pacific,Upper middle income,2012,-0.025120306,0.050348945,0
Fiji,FJI,East Asia & Pacific,Upper middle income,2013,0.264116418,0.054260025,0
Fiji,FJI,East Asia & Pacific,Upper middle income,2014,0.233110696,0.158009716,0
Fiji,FJI,East Asia & Pacific,Upper middle income,2015,0.312775947,-0.038323504,0
Fiji,FJI,East Asia & Pacific,Upper middle income,2016,-0.052401353,0.048337064,0
Fiji,FJI,East Asia & Pacific,Upper middle income,2017,0.009074846,0.079576619,0
Fiji,FJI,East Asia & Pacific,Upper middle income,2018,0.042551938,0.035478761,1
Fiji,FJI,East Asia & Pacific,Upper middle income,2019,0.062796378,-0.022413835,1
France,FRA,Europe & Central Asia,High income,1962,0.062170787,0.105206114,0
France,FRA,Europe & Central Asia,High income,1963,0.118313268,0.105403034,0
France,FRA,Europe & Central Asia,High income,1964,0.033844315,0.094518403,0
France,FRA,Europe & Central Asia,High income,1965,0.019024019,0.067357279,0
France,FRA,Europe & Central Asia,High income,1966,-0.012799436,0.072767555,0
France,FRA,Europe & Central Asia,High income,1967,0.071548292,0.07163557,0
France,FRA,Europe & Central Asia,High income,1968,0.033896843,0.082361184,0
France,FRA,Europe & Central Asia,High income,1969,0.074417948,0.085174544,0
France,FRA,Europe & Central Asia,High income,1970,0.062513591,0.038209882,0
France,FRA,Europe & Central Asia,High income,1971,0.053469111,0.10911981,0
France,FRA,Europe & Central Asia,High income,1972,0.039851606,0.216318783,0
France,FRA,Europe & Central Asia,High income,1973,0.074657919,0.289321753,0
France,FRA,Europe & Central Asia,High income,1974,-0.03395653,0.072131763,1
France,FRA,Europe & Central Asia,High income,1975,-0.104447019,0.255682191,1
France,FRA,Europe & Central Asia,High income,1976,0.131472409,0.026341522,0
France,FRA,Europe & Central Asia,High income,1977,-0.048768387,0.096945866,0
France,FRA,Europe & Central Asia,High income,1978,0.051530111,0.229969264,0
France,FRA,Europe & Central Asia,High income,1979,0.046453865,0.206680988,0
France,FRA,Europe & Central Asia,High income,1980,-0.045307605,0.137189674,0
France,FRA,Europe & Central Asia,High income,1981,-0.09996028,-0.126511273,0
France,FRA,Europe & Central Asia,High income,1982,-0.038612904,-0.054754532,0
France,FRA,Europe & Central Asia,High income,1983,-0.032093119,-0.047967149,0
France,FRA,Europe & Central Asia,High income,1984,-0.039282913,-0.057410207,1
France,FRA,Europe & Central Asia,High income,1985,-0.01191528,0.036480042,1
France,FRA,Europe & Central Asia,High income,1986,-0.037372526,0.386847419,0
France,FRA,Europe & Central Asia,High income,1987,-0.019967706,0.203998812,0
France,FRA,Europe & Central Asia,High income,1988,-0.013259339,0.084499957,0
France,FRA,Europe & Central Asia,High income,1989,0.048708955,0.000809296,0
France,FRA,Europe & Central Asia,High income,1990,0.020509646,0.231686817,1
France,FRA,Europe & Central Asia,High income,1991,0.0636374,-0.00545009,1
France,FRA,Europe & Central Asia,High income,1992,-0.025303555,0.09866857,1
France,FRA,Europe & Central Asia,High income,1993,-0.049881839,-0.060200942,1
France,FRA,Europe & Central Asia,High income,1994,-0.010525407,0.049884458,0
France,FRA,Europe & Central Asia,High income,1995,0.016990688,0.144433988,0
France,FRA,Europe & Central Asia,High income,1996,0.039606346,-0.000683924,1
France,FRA,Europe & Central Asia,High income,1997,-0.016964966,-0.098351574,0
France,FRA,Europe & Central Asia,High income,1998,0.047459783,0.030761964,0
France,FRA,Europe & Central Asia,High income,1999,-0.008837332,-0.012055335,0
France,FRA,Europe & Central Asia,High income,2000,-0.012897829,-0.093590198,0
France,FRA,Europe & Central Asia,High income,2001,0.011007803,0.003108846,0
France,FRA,Europe & Central Asia,High income,2002,-0.011904022,0.077730854,0
France,FRA,Europe & Central Asia,High income,2003,0.016359496,0.222979528,0
France,FRA,Europe & Central Asia,High income,2004,0.00234095,0.141126377,0
France,FRA,Europe & Central Asia,High income,2005,0.007432398,0.030198115,0
France,FRA,Europe & Central Asia,High income,2006,-0.025248247,0.048429994,0
France,FRA,Europe & Central Asia,High income,2007,-0.025983816,0.138976591,0
France,FRA,Europe & Central Asia,High income,2008,-0.018433915,0.09216634,1
France,FRA,Europe & Central Asia,High income,2009,-0.040545493,-0.082910976,1
France,FRA,Europe & Central Asia,High income,2010,0.020406641,-0.022539394,0
France,FRA,Europe & Central Asia,High income,2011,-0.069037807,0.077572029,0
France,FRA,Europe & Central Asia,High income,2012,0.003600466,-0.066590084,0
France,FRA,Europe & Central Asia,High income,2013,0.005558251,0.042036527,0
France,FRA,Europe & Central Asia,High income,2014,-0.087223488,0.009821559,0
